SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes
70;12;7;7;6;10
45;13;12;6;9;13
68;8;9;16;14;13
66;16;13;8;15;10
67;7;13;16;10;7
71;8;14;6;15;8
70;7;9;9;10;11
13;14;6;10;8;5
19;9;11;7;16;13
64;15;7;8;7;7
37;16;10;15;10;9
19;72;68;60;65;73
56;7;15;12;14;14
66;7;7;7;9;12
62;5;7;12;8;5
72;14;12;13;11;12
15;13;10;8;12;10
59;8;5;14;6;15
72;9;8;8;9;6
20;7;11;12;11;15
21;12;14;9;8;11
16;15;13;9;9;11
50;7;6;13;13;11
72;10;10;12;14;12
14;74;65;64;65;73
57;13;9;10;6;9
68;13;9;11;8;7
36;9;16;6;9;16
64;16;9;11;10;11
40;9;7;14;7;14
19;15;9;8;14;8
65;16;15;11;6;12
55;9;8;14;6;12
67;11;8;11;11;14
60;15;8;8;10;6
38;11;11;11;9;7
37;14;13;13;13;12
66;6;10;12;7;10
19;13;10;6;15;14
18;11;8;10;13;7
63;11;11;15;9;6
23;13;9;7;13;16
11;69;68;65;66;73
56;9;6;10;14;12
50;12;7;15;9;10
60;5;10;5;12;13
68;15;6;9;15;16
20;8;13;16;10;13
65;16;13;8;8;6
65;13;8;12;10;10
66;11;6;14;12;14
42;8;8;16;10;10
32;11;15;11;13;15
19;16;15;13;8;9
20;9;6;8;9;14
68;7;9;12;15;14
69;12;14;12;6;6
65;8;16;14;12;16
24;6;7;12;10;16
70;6;11;9;10;5
62;6;14;12;8;14
19;71;64;62;70;74
66;15;13;16;11;13
20;5;12;10;13;11
67;9;9;11;14;13
65;12;10;11;15;16
68;9;9;9;15;14
73;8;9;11;11;10
67;11;8;13;14;11
55;14;6;9;13;15
67;15;10;14;6;7
58;13;10;9;12;7
36;7;15;11;14;14
62;7;14;14;11;14
18;68;67;71;69;70
19;16;7;12;10;8
64;9;12;13;11;11
66;15;12;16;6;11
13;12;13;14;11;10
63;15;7;9;10;16
18;76;63;69;63;71
23;6;14;14;10;12
65;6;8;11;10;9
55;6;10;6;9;7
16;7;6;9;7;11
29;11;15;9;15;14
64;10;16;15;8;6
29;9;7;14;7;11
64;9;13;9;7;11
49;9;14;13;10;14
64;12;7;8;15;9
52;7;15;15;8;6
64;10;8;8;8;7
67;16;10;8;14;7
51;14;6;7;10;6
41;68;69;69;72;72
66;16;8;11;12;6
58;10;10;10;7;16
68;12;10;12;11;6
14;68;69;74;68;69
54;13;11;13;13;7
13;67;68;58;71;71
70;13;6;14;7;9
30;9;16;11;11;11
24;14;10;9;12;11
29;8;15;13;9;15
20;11;8;11;7;12
38;16;14;11;12;11
64;9;9;16;14;6
77;7;16;11;13;7
65;10;9;8;14;10
70;14;9;10;10;9
18;7;14;10;11;8
65;8;13;11;14;14
16;70;66;66;69;70
12;7;12;8;7;15
66;13;9;12;6;15
68;15;15;15;10;12
35;14;6;12;13;15
69;9;8;8;7;10
67;10;15;15;12;10
23;7;11;10;9;11
66;10;10;11;14;13
41;8;12;16;10;10
48;8;8;9;9;9
33;12;15;14;8;12
70;8;6;7;12;8
70;7;14;9;12;7
28;12;8;14;11;15
65;8;7;13;7;6
32;13;11;15;11;8
62;14;10;14;9;9
49;5;5;7;13;14
67;13;6;13;9;14
66;7;8;13;10;14
15;70;69;63;70;68
68;13;15;12;6;11
69;8;10;13;6;9
23;8;6;14;7;11
68;13;13;7;8;11
39;10;12;9;14;10
72;15;14;12;8;8
66;9;12;16;14;11
67;14;6;12;12;10
74;6;9;12;7;12
34;12;6;15;15;6
16;12;9;6;14;7
61;7;13;11;13;8
17;76;62;77;55;76
65;6;6;16;10;12
13;66;71;62;68;70
32;10;14;7;7;8
65;10;10;12;12;7
14;67;67;60;66;74
68;14;7;11;6;12
68;15;7;8;11;12
70;9;8;9;8;12
65;13;9;8;9;7
45;9;9;10;10;7
64;10;8;14;8;6
12;70;66;72;66;75
62;13;12;6;15;15
71;11;6;6;8;9
19;8;6;10;13;14
20;10;10;15;8;15
18;67;68;72;68;67
58;10;14;13;16;14
67;10;16;14;11;15
22;16;9;15;13;14
16;78;60;55;66;76
30;7;11;6;12;9
69;8;7;11;8;10
26;14;6;13;11;16
48;14;15;7;6;13
65;7;13;6;8;6
64;16;12;12;11;16
37;11;8;15;9;13
68;12;10;8;7;7
25;7;6;16;8;14
67;15;10;10;6;8
64;7;6;11;8;7
61;13;7;9;13;7
19;10;11;6;13;6
55;13;9;10;12;11
66;13;8;9;7;14
64;12;9;12;7;13
68;6;10;8;14;13
45;6;12;11;8;14
65;6;9;14;9;13
26;15;16;7;9;11
66;14;10;12;8;9
21;6;10;6;12;7
45;8;8;12;7;13
67;6;6;14;8;5
63;11;7;10;13;8
31;15;13;6;15;13
41;8;10;7;11;12
11;67;65;67;75;69
14;9;8;10;10;8
33;8;7;10;14;15
61;7;7;14;9;8
69;13;8;14;6;6
68;8;10;11;9;6
16;12;12;16;11;14
64;15;14;8;8;14
61;6;16;12;6;6
58;15;10;9;12;5
23;9;8;16;14;6
65;14;8;16;10;11
20;73;67;63;67;68
65;10;7;12;15;9
70;13;9;7;10;9
60;9;16;15;11;13
66;15;15;19;18;12
67;14;11;6;15;7
24;11;14;14;14;12
63;10;9;13;6;7
42;14;8;14;11;7
66;12;12;10;9;11
51;14;13;12;14;12
65;8;11;15;14;13
25;11;7;10;16;14
60;9;7;5;11;14
69;9;14;9;15;14
15;68;67;68;66;72
66;8;7;15;7;8
68;9;8;9;10;13
15;70;62;62;69;71
68;12;12;10;8;13
27;10;11;11;12;11
42;15;7;15;7;16
50;15;11;15;15;7
65;12;9;14;6;11
68;9;7;16;10;9
69;11;10;9;10;8
24;8;13;15;13;9
18;5;11;12;8;7
61;11;14;9;7;14
18;9;7;8;10;14
26;7;13;11;15;15
61;10;7;12;11;15
70;10;9;8;14;9
39;10;11;13;9;7
67;9;9;13;11;11
39;1;1;1;1;1
40;9;11;10;10;15
75;15;8;10;7;19
15;8;13;11;13;6
30;14;11;7;5;10
70;13;16;12;15;12
54;13;7;11;13;7
64;11;10;7;12;13
69;6;8;12;11;10
44;15;13;15;14;11
69;12;10;18;12;14
11;70;69;69;72;73
33;12;11;7;6;11
75;10;9;9;13;11
67;13;15;11;14;8
68;8;12;10;15;14
32;16;8;6;13;15
67;10;13;10;11;7
67;14;11;15;9;11
63;8;14;7;16;8
30;9;9;6;14;12
11;72;66;65;67;72
14;71;68;65;64;73
26;10;11;11;9;10
54;10;9;8;13;15
45;14;7;12;12;15
69;8;13;11;12;13
62;13;13;11;7;7
42;15;7;9;7;12
13;68;70;60;70;69
66;15;10;14;8;5
68;7;11;8;11;12
68;10;8;10;9;9
67;10;15;12;12;14
12;72;65;60;66;74
13;70;70;67;65;77
11;70;65;74;66;72
68;14;10;8;12;7
67;13;15;14;9;13
12;68;69;46;70;68
46;14;13;12;6;10
19;6;11;14;12;6
63;8;8;7;10;11
21;12;12;12;12;12
26;13;14;8;8;7
24;14;8;12;9;8
17;65;71;71;66;69
26;10;10;6;13;9
13;69;67;68;66;71
63;8;9;10;14;6
66;13;12;9;9;10
59;14;11;6;8;14
33;7;12;15;7;13
65;13;14;9;15;14
36;5;11;9;14;6
67;9;13;7;8;7
67;8;16;10;16;6
38;7;15;9;15;10
34;16;10;11;16;8
66;6;6;6;10;11
65;6;14;15;9;10
66;9;8;16;13;7
20;8;8;7;9;12
14;68;67;66;67;68
15;67;70;58;67;72
64;9;10;13;7;15
69;7;6;5;15;10
28;8;10;5;13;13
62;12;12;10;14;15
64;7;14;11;6;6
15;11;14;7;7;9
11;69;69;65;71;72
47;5;6;11;14;14
35;12;10;12;14;14
29;9;11;14;10;9
12;70;66;67;67;71
65;13;9;15;14;7
45;10;11;12;11;7
21;15;16;14;9;7
62;10;11;10;16;8
36;11;9;14;8;14
72;14;14;6;7;12
21;13;10;11;7;11
69;7;9;11;11;7
65;8;11;11;10;9
67;10;13;9;8;14
46;7;9;8;12;10
56;14;10;9;6;6
19;13;7;8;9;6
67;9;9;12;11;7
68;9;8;13;10;10
63;11;11;15;16;11
70;9;12;12;6;16
72;14;14;12;13;15
21;12;16;15;16;11
53;9;12;15;14;7
13;71;64;64;68;69
66;15;9;12;14;8
25;6;15;15;10;6
24;11;14;13;13;13
66;9;12;11;12;8
71;5;9;13;14;8
65;11;8;6;14;14
62;8;13;14;15;8
21;8;7;13;12;11
67;13;6;8;16;10
68;10;12;7;7;7
64;9;7;7;14;15
26;9;9;7;9;6
14;65;63;61;69;73
70;15;12;8;13;6
74;7;5;5;13;9
65;9;10;6;7;13
55;7;12;13;8;13
21;6;5;6;8;5
62;16;11;11;10;14
49;6;13;11;14;7
12;69;67;67;68;71
74;9;7;15;14;15
10;68;67;65;67;71
74;11;10;6;11;11
48;7;6;13;8;12
15;68;69;67;68;73
67;7;16;14;12;14
66;9;12;7;7;10
69;17;12;12;16;11
64;14;6;6;11;9
67;13;15;13;6;15
71;15;9;14;11;16
22;12;6;12;15;11
35;6;15;8;15;10
67;16;15;8;12;8
58;14;15;8;8;13
53;7;15;16;14;15
47;13;10;8;14;12
73;12;9;12;6;14
52;8;15;12;12;13
69;9;8;7;11;12
16;15;13;12;16;7
65;13;13;12;12;12
64;7;16;9;13;8
24;7;9;12;15;14
65;10;10;15;6;8
62;15;11;6;6;11
69;12;16;11;6;11
68;6;10;6;10;8
59;14;9;8;10;8
46;9;15;8;9;11
34;12;7;9;8;14
30;15;13;14;15;7
19;15;15;16;10;11
66;7;12;12;11;14
31;12;6;13;8;6
34;7;7;14;7;7
51;9;7;7;14;16
21;10;7;12;10;10
64;10;16;10;10;6
63;15;15;15;15;14
29;14;7;12;8;11
70;14;8;11;13;9
20;11;10;14;12;12
68;6;14;16;8;15
29;7;11;12;8;15
65;15;9;7;11;9
47;14;12;13;10;8
37;14;7;7;10;11
48;13;7;9;15;15
63;13;12;15;12;11
66;14;6;8;7;6
68;16;14;13;9;15
13;70;64;63;69;70
29;11;12;9;10;12
64;13;9;14;15;12
65;7;7;9;14;13
32;7;9;15;11;11
67;15;12;11;8;10
19;13;7;15;14;10
66;7;9;10;8;9
26;10;7;14;14;6
69;16;9;13;13;8
70;15;14;11;12;9
67;14;9;14;15;12
67;6;6;10;9;13
68;7;7;16;12;9
48;8;13;10;5;9
71;10;8;7;7;10
73;13;7;14;11;7
65;14;8;6;13;10
68;11;10;12;15;15
11;69;68;64;67;70
22;14;6;8;7;8
71;10;13;12;11;10
69;9;12;12;16;8
82;7;14;7;14;15
61;15;6;12;8;6
22;7;7;13;6;9
39;9;10;14;5;14
73;6;7;13;10;15
13;68;70;49;67;72
68;15;10;13;8;14
66;12;9;8;11;16
65;16;7;16;11;9
44;6;8;12;7;11
12;64;72;52;77;64
25;7;8;7;8;12
18;9;12;7;8;7
25;9;7;12;12;7
60;13;6;6;9;6
59;14;14;15;8;6
26;16;7;14;9;14
67;15;9;11;12;8
32;13;8;13;9;9
12;15;11;11;12;11
69;12;16;15;8;8
70;10;13;12;8;12
67;15;15;6;14;8
64;6;14;8;12;11
60;6;10;8;7;8
75;9;13;7;8;12
14;67;70;76;69;71
20;14;12;10;7;11
13;9;9;5;12;8
28;7;14;10;16;13
18;6;13;10;7;13
54;10;14;13;8;11
67;13;14;7;11;13
9;71;66;67;69;71
40;11;8;14;11;12
15;74;67;60;64;72
53;7;12;7;9;10
63;10;5;12;14;6
68;15;16;12;10;15
34;15;7;7;13;7
63;15;10;10;9;15
20;9;11;6;13;13
16;11;14;13;15;6
46;14;10;15;11;10
49;13;11;13;12;9
69;12;10;14;15;13
27;8;11;16;9;10
32;6;15;8;11;8
68;16;13;9;10;11
28;11;15;9;9;16
12;7;12;16;10;10
66;8;6;10;14;16
10;71;68;60;64;71
52;15;10;16;13;15
35;8;8;14;10;14
21;12;11;11;10;13
69;8;9;11;12;16
20;9;11;11;7;10
24;9;14;11;12;13
49;11;6;14;12;7
70;16;14;7;11;7
69;7;7;14;14;8
49;6;14;7;12;12
20;11;7;16;14;6
69;8;12;11;9;6
15;73;63;69;69;74
68;15;7;12;15;6
67;12;8;10;16;13
65;8;11;13;12;14
70;7;6;12;6;13
66;12;16;7;14;7
65;15;7;14;5;7
67;8;7;14;8;7
24;7;12;9;10;11
69;7;11;7;16;8
72;10;14;10;6;9
50;14;13;14;12;10
32;14;10;11;8;16
19;7;11;13;8;8
44;7;10;11;8;8
67;6;12;8;12;13
65;10;7;11;14;8
20;11;10;13;13;10
35;7;14;15;6;12
66;10;11;9;12;6
40;6;12;11;6;12
22;8;10;12;11;7
42;16;14;13;8;13
20;12;12;16;16;9
27;14;6;7;11;15
64;15;7;11;14;9
67;14;6;7;10;10
77;13;11;8;10;12
62;8;8;8;15;9
59;10;7;12;11;9
67;13;9;13;9;9
50;13;8;13;15;8
53;12;15;14;12;9
46;7;8;12;6;10
72;7;10;7;11;15
65;15;12;9;13;10
66;8;12;8;10;12
66;14;11;14;16;9
46;9;15;9;7;16
24;17;16;13;10;19
16;15;8;6;15;11
30;9;10;16;10;16
13;13;10;11;12;14
24;9;8;11;11;7
20;71;65;66;67;71
18;14;12;11;14;12
19;11;7;12;14;10
71;11;9;10;11;15
67;9;10;11;16;6
72;12;12;9;7;9
28;9;12;10;14;6
66;12;12;10;14;15
14;10;13;15;14;10
64;13;7;13;9;12
26;12;16;9;8;9
64;6;12;10;10;15
32;16;13;12;11;11
36;6;10;7;14;7
50;16;7;13;7;12
64;9;10;10;8;12
72;10;9;12;15;15
18;12;8;5;14;12
16;72;65;65;66;72
59;8;7;13;11;15
70;13;14;6;9;12
71;16;16;12;9;8
72;12;15;15;11;12
64;6;9;15;8;11
46;13;14;11;10;7
64;7;14;6;8;7
63;8;9;5;12;10
64;15;10;7;16;9
40;8;6;8;15;11
21;15;15;8;14;12
66;10;6;12;7;14
40;7;14;12;16;11
44;10;15;8;13;13
70;14;10;16;13;9
20;8;11;12;12;8
62;15;16;6;10;8
45;13;7;11;13;14
24;7;7;9;5;10
60;9;15;6;16;13
34;13;13;9;13;12
64;12;10;12;13;14
51;14;6;7;10;12
16;6;14;9;6;13
63;11;10;15;8;15
23;9;6;7;15;8
20;8;9;11;8;13
65;13;7;13;14;6
15;10;14;8;8;10
22;14;15;14;9;13
52;10;12;12;11;14
69;11;13;14;7;9
66;12;8;7;16;7
22;8;15;7;16;8
70;15;8;15;8;11
30;14;7;16;10;11
31;6;14;12;11;14
43;12;11;16;13;8
23;16;11;15;13;10
18;11;6;12;6;11
65;14;11;9;13;5
16;13;14;14;16;12
68;7;12;10;8;16
43;8;11;10;11;15
12;68;69;66;68;71
21;13;16;8;8;16
28;13;15;7;14;15
32;16;15;14;10;16
13;72;68;67;69;71
67;16;8;15;8;9
51;6;5;8;9;7
22;8;10;14;9;9
58;13;12;6;13;14
73;10;15;12;9;14
73;10;6;9;15;12
28;14;14;12;14;9
20;8;10;7;8;15
54;14;6;10;14;13
20;12;14;8;6;9
68;7;12;8;9;7
27;7;8;15;16;13
65;1;1;1;1;1
22;15;12;14;14;6
66;9;13;8;8;6
65;12;10;13;7;14
68;15;14;10;13;11
63;14;6;10;15;12
22;6;15;14;8;10
63;15;6;9;7;15
57;9;6;9;15;15
63;14;11;13;12;9
70;8;7;14;11;12
67;8;11;14;15;15
70;15;9;8;9;9
68;14;8;5;6;9
27;15;13;14;9;13
67;12;16;7;7;7
68;9;14;13;10;14
47;9;13;11;14;14
60;7;11;8;11;13
57;10;14;12;10;12
13;12;8;11;7;12
42;10;8;14;6;9
58;11;13;13;12;14
45;11;7;13;7;7
52;6;6;16;16;16
12;10;9;5;13;8
48;13;13;12;8;10
65;6;6;6;16;9
64;13;13;8;12;12
63;8;11;13;7;9
69;14;6;8;11;9
35;11;6;7;7;11
64;11;6;15;15;12
55;1;1;1;1;1
71;12;7;15;7;13
55;16;12;8;6;13
18;69;65;64;66;70
65;16;13;15;15;9
24;9;15;9;11;7
71;10;7;6;7;10
59;12;9;12;13;10
61;15;7;13;7;7
66;11;6;14;12;11
35;9;7;12;16;12
68;16;16;12;12;10
46;7;16;9;11;16
14;70;69;64;70;72
65;8;12;7;13;16
21;6;14;11;8;7
39;14;13;6;8;6
12;70;69;65;66;66
30;8;8;7;12;6
35;10;14;9;12;8
12;8;9;11;10;14
25;6;9;16;11;7
66;15;13;11;8;9
10;4;5;5;4;3
68;10;8;8;7;16
43;12;11;11;12;12
40;7;12;11;15;9
22;13;11;14;10;8
26;6;7;11;12;12
14;70;67;61;66;72
27;14;15;8;10;12
16;71;67;72;69;68
67;10;8;11;9;13
29;9;11;16;11;7
70;6;8;9;13;9
50;10;7;5;7;10
42;7;10;7;10;8
34;13;9;13;13;15
64;14;14;10;6;8
7;66;69;60;65;72
64;9;15;10;5;10
68;10;6;9;11;12
68;13;10;11;15;6
14;10;16;9;15;15
29;10;16;10;8;6
19;8;15;10;6;13
69;14;9;6;6;8
9;79;55;66;55;83
51;13;8;7;12;6
65;11;12;14;9;8
12;67;64;71;65;74
25;14;15;12;9;7
67;8;10;12;9;8
63;13;7;10;14;12
14;68;70;70;76;69
18;10;12;12;8;7
64;12;6;12;9;9
56;12;9;8;15;13
27;8;13;13;11;14
18;72;68;68;63;70
50;10;9;9;10;7
70;6;13;12;10;10
68;11;5;14;11;11
64;6;6;16;13;8
12;70;65;71;67;73
65;14;6;13;10;11
43;8;12;6;8;15
68;16;12;12;15;16
16;8;15;13;14;12
75;16;13;14;13;10
71;8;6;15;8;7
66;14;14;7;11;8
69;14;9;7;6;12
67;16;8;11;14;15
30;8;11;10;7;12
12;70;69;64;66;70
62;8;14;12;6;14
32;10;16;13;15;11
71;11;10;12;10;11
43;5;10;7;6;6
52;12;7;6;12;14
19;66;68;64;70;71
16;10;13;15;16;7
65;14;8;7;10;6
67;11;7;11;6;9
71;5;9;5;9;11
23;16;10;10;11;11
73;6;8;7;6;8
68;12;9;6;7;6
68;12;13;15;13;11
70;7;12;6;5;5
65;14;7;13;13;6
13;71;69;64;67;71
17;8;7;9;10;9
65;5;12;6;6;12
70;6;15;11;15;8
62;6;14;10;8;13
22;7;10;13;8;13
67;9;10;15;9;6
21;6;14;13;16;14
17;71;68;69;68;72
68;13;12;9;5;9
60;7;8;10;6;9
67;13;11;8;16;7
71;14;8;12;14;7
65;16;9;16;14;7
68;11;9;9;14;10
19;15;6;9;7;15
57;10;13;15;11;13
67;7;7;7;11;13
28;14;8;7;10;8
42;10;6;14;7;7
14;66;70;67;66;69
14;71;66;60;67;75
67;6;12;10;8;11
66;10;6;6;8;9
65;16;10;15;14;7
69;14;11;6;15;8
67;9;6;7;11;9
68;11;8;8;15;7
66;9;14;13;12;8
8;67;73;66;70;66
54;6;16;14;14;15
8;71;65;66;65;71
26;13;11;15;7;10
14;16;14;10;14;11
14;9;6;13;7;11
69;15;5;8;13;15
13;68;64;75;66;72
12;66;69;65;68;71
56;10;9;7;8;6
16;71;67;68;64;74
64;5;11;41;7;21
63;9;12;14;8;11
19;72;64;66;69;71
39;15;10;13;14;11
30;14;11;7;16;11
66;9;10;7;7;14
12;9;10;10;16;11
22;11;15;15;8;13
23;13;9;14;10;16
57;14;6;9;13;7
66;15;10;10;15;8
53;7;8;8;9;11
14;13;15;6;16;8
67;8;7;15;8;11
69;10;15;15;15;14
66;12;12;10;12;5
65;8;12;7;10;8
59;13;9;11;8;12
68;14;16;13;6;11
22;9;6;13;15;11
42;13;13;13;7;7
21;15;15;16;16;6
65;14;16;12;13;15
29;9;11;5;7;9
12;70;66;71;69;69
61;10;15;14;8;9
20;6;9;14;7;8
33;9;12;7;8;16
17;69;69;67;68;68
57;9;6;8;11;8
62;6;14;10;6;14
17;73;63;65;63;76
69;13;14;11;15;11
70;8;7;16;9;14
65;7;9;11;13;10
33;8;9;15;8;12
40;10;6;13;10;12
29;10;11;10;14;9
15;10;15;7;14;15
9;66;70;69;71;64
69;9;14;13;12;9
72;8;7;7;10;8
21;16;7;8;11;11
70;14;11;14;6;14
70;10;9;9;12;13
60;6;13;13;12;11
69;7;10;10;9;9
64;12;6;8;8;14
14;65;69;77;64;79
67;8;12;9;11;11
35;5;11;41;7;21
12;69;66;67;70;69
68;13;9;15;8;9
12;69;68;76;65;70
55;7;11;13;15;8
19;71;65;61;66;69
19;70;67;64;68;70
26;13;10;14;6;9
67;9;11;12;14;14
72;13;15;9;16;8
70;8;16;8;14;10
59;12;11;9;12;9
29;10;14;7;8;7
68;10;13;12;14;11
66;5;15;12;14;11
68;6;15;13;9;10
66;16;12;8;8;13
65;6;7;15;8;10
73;10;13;14;12;7
63;6;8;8;13;13
67;13;14;14;14;10
52;11;12;15;11;14
65;13;7;6;14;9
47;9;8;9;10;14
72;11;12;13;14;15
73;9;6;13;11;13
60;15;9;11;14;10
30;11;11;6;15;11
29;7;15;6;12;5
66;11;15;8;6;8
20;16;9;13;8;13
68;11;16;10;16;14
9;72;67;68;62;71
17;13;7;13;6;14
69;14;13;12;12;12
67;12;13;12;10;15
68;14;8;13;10;12
21;15;14;15;16;15
70;14;8;9;12;14
70;7;7;10;8;6
12;72;64;60;65;73
67;12;15;8;13;9
58;8;9;14;14;9
30;16;7;9;16;12
65;7;15;9;14;16
69;9;12;14;8;6
16;6;8;9;9;11
63;16;12;13;11;14
73;14;11;14;6;11
15;6;7;15;10;16
28;8;15;13;7;9
70;11;12;9;13;7
12;70;67;66;66;69
67;15;15;7;10;7
59;14;8;8;13;8
17;72;63;61;68;74
66;7;12;16;16;14
51;7;10;14;15;10
50;8;6;11;7;7
61;15;6;9;14;9
33;6;11;10;14;7
71;13;15;13;12;14
66;13;5;12;13;15
69;6;9;14;8;5
23;12;16;16;7;15
16;14;10;14;6;12
15;72;68;62;69;70
47;9;10;15;13;12
11;69;70;60;64;70
44;16;10;15;8;14
17;69;67;65;67;71
56;10;12;13;11;10
72;6;14;10;7;14
48;7;16;14;9;12
28;13;15;16;7;9
41;9;16;8;14;16
64;8;9;5;13;8
73;12;10;7;9;8
25;11;10;7;13;14
57;16;9;9;14;10
14;15;10;12;13;14
18;13;13;7;10;15
31;10;6;7;9;7
37;7;5;12;13;5
69;10;9;10;13;13
12;64;72;67;69;68
69;10;14;12;13;13
67;12;9;15;14;9
28;10;6;9;8;7
67;9;14;12;10;12
65;8;5;7;6;15
51;9;15;15;12;14
65;10;14;8;12;8
38;7;13;16;12;9
12;68;68;70;65;73
25;14;14;7;14;10
66;13;8;8;7;14
64;13;15;13;8;12
62;9;14;10;8;13
12;70;70;68;59;73
69;16;10;9;8;14
67;6;11;7;12;11
71;6;9;13;9;16
26;9;10;6;8;13
70;5;6;13;14;14
67;6;7;7;11;15
35;7;9;13;8;14
19;73;66;63;62;71
73;14;14;11;12;10
47;12;10;9;9;9
14;68;66;65;70;67
13;15;13;10;6;14
67;6;15;12;6;14
56;12;8;7;9;6
53;11;12;15;9;8
58;11;10;10;9;11
70;11;15;15;8;10
64;9;7;8;9;11
19;70;64;60;67;74
74;13;19;18;18;10
14;9;10;8;8;13
74;12;13;10;7;16
66;7;12;15;14;10
38;9;7;12;9;12
17;4;4;4;4;4
36;6;15;15;12;10
63;9;11;15;14;9
36;14;13;13;9;7
69;9;14;8;10;11
30;14;12;9;8;11
14;69;64;63;71;75
36;6;13;12;9;11
64;11;15;10;10;12
64;13;5;13;14;11
72;13;9;6;11;9
17;13;10;7;9;10
25;14;16;7;10;9
64;10;15;8;15;11
65;10;11;10;16;9
40;10;11;14;11;10
62;11;16;9;15;10
66;10;14;9;8;13
64;7;16;13;7;11
63;13;9;14;5;9
70;11;7;12;11;13
13;7;7;7;13;9
32;9;8;7;12;12
58;9;9;10;16;7
22;14;13;12;8;14
74;9;15;7;9;11
21;13;9;13;10;6
14;65;70;69;69;68
33;8;8;11;9;6
72;10;8;8;12;11
74;6;10;16;11;11
35;11;13;13;12;13
71;8;9;7;14;13
67;8;14;7;10;6
38;10;9;15;7;10
14;66;68;75;66;68
12;70;64;68;63;75
32;5;8;9;5;8
16;12;13;7;5;10
31;9;10;14;10;8
42;9;15;14;9;9
57;13;14;11;9;12
62;6;7;12;12;13
72;7;13;10;7;15
65;9;6;13;12;7
63;6;16;10;11;7
62;8;10;11;14;15
36;15;9;9;7;16
64;9;9;14;10;14
63;9;12;8;5;14
69;8;11;14;6;13
31;15;10;7;12;13
14;14;13;12;12;14
34;7;6;8;10;8
65;13;10;9;12;12
65;10;9;6;8;10
41;15;14;9;15;11
18;15;10;15;6;10
65;10;10;15;8;15
68;7;7;10;10;15
13;67;67;61;68;73
58;6;9;14;14;7
67;14;12;6;14;13
48;11;6;15;15;16
16;72;64;65;65;73
24;9;11;15;14;15
65;10;9;6;7;10
65;8;10;14;10;13
64;6;16;11;9;12
15;3;5;3;8;8
67;15;15;10;7;16
68;8;13;12;15;7
36;11;14;8;10;9
30;6;10;13;13;10
64;10;14;11;10;12
72;10;12;7;10;14
10;66;73;67;70;68
24;9;11;7;14;15
51;8;6;13;8;7
16;12;15;7;8;13
22;70;67;62;66;70
18;12;10;13;9;9
20;8;13;16;11;8
65;16;16;12;10;14
18;13;15;15;12;14
13;70;66;64;68;67
72;9;8;10;7;8
65;11;7;7;12;11
70;11;6;8;14;12
26;9;7;9;15;9
67;12;13;8;10;13
67;7;16;9;9;6
59;12;11;10;13;12
58;10;9;7;15;7
70;8;11;9;7;9
26;10;7;12;5;11
24;6;13;13;5;13
58;11;13;13;11;8
38;10;12;11;12;14
30;9;14;9;15;12
17;13;9;8;6;6
25;12;10;12;13;13
60;11;12;5;10;6
68;14;11;14;11;10
21;11;7;7;8;6
33;7;9;13;12;13
33;6;9;16;15;13
60;8;8;7;9;11
69;8;10;8;13;10
20;12;12;9;7;7
63;11;10;15;7;10
70;7;12;8;6;9
43;13;12;13;8;6
28;6;15;15;14;14
69;7;14;11;8;9
70;11;7;15;10;8
64;16;8;8;16;11
66;8;10;16;6;7
68;9;8;13;15;15
19;13;14;7;10;7
41;16;13;12;11;15
61;7;10;7;7;12
67;12;12;7;15;13
47;7;11;12;8;15
15;65;68;64;73;65
63;8;11;9;11;6
66;12;7;8;8;12
67;15;9;13;7;12
41;11;8;14;13;7
26;8;8;15;9;8
50;7;8;15;15;15
66;12;15;16;8;8
10;72;69;60;65;66
66;7;9;10;6;8
21;14;10;15;11;15
65;12;16;15;12;9
58;9;10;10;14;13
12;69;62;75;65;73
43;10;14;12;14;8
64;7;13;6;13;13
11;66;70;71;69;67
14;12;11;14;7;11
68;13;16;11;14;12
67;15;8;13;11;14
15;69;69;67;68;70
60;7;9;10;13;15
70;7;12;7;11;9
15;13;8;12;8;10
14;13;15;15;14;6
64;14;11;14;8;16
33;6;15;13;15;6
12;66;69;66;71;66
64;13;10;8;11;6
65;11;14;12;5;8
22;7;7;6;8;10
64;8;15;10;13;15
67;7;8;9;12;11
72;8;12;13;9;10
13;8;11;9;9;12
75;14;16;14;11;8
12;5;7;7;12;12
62;10;10;6;13;13
65;14;9;12;8;11
15;8;12;10;10;6
65;7;9;11;11;8
63;14;10;15;7;14
17;68;66;59;70;69
19;68;66;64;68;68
47;12;14;14;7;7
22;13;12;7;14;12
65;12;5;6;13;7
11;12;8;8;12;11
18;15;8;7;9;7
68;11;15;6;6;7
19;13;6;12;13;6
69;13;10;11;11;7
70;11;8;16;9;8
58;9;10;7;13;11
19;11;10;10;11;11
59;5;4;14;4;9
64;7;11;12;15;14
18;6;12;8;9;8
21;5;14;10;8;13
72;13;8;8;12;15
75;14;7;14;8;7
63;12;9;10;14;10
65;6;12;14;14;7
35;13;10;12;9;10
31;9;10;9;16;16
65;8;14;14;7;16
46;6;10;7;10;7
68;11;14;9;5;12
13;73;67;69;68;61
24;64;64;67;59;78
27;8;14;10;14;12
66;7;13;7;13;12
65;15;13;14;14;15
13;9;8;7;7;8
